drug,indication,in_l1000_pool,ra_label
prednisone,HIV Infections,True,known hit (approved)
prednisone,Hearing Loss,True,known hit (approved)
prednisone,"Hearing Loss, Sensorineural",True,known hit (approved)
prednisone,Heart Diseases,True,known hit (approved)
prednisone,Heart Failure,True,known hit (approved)
prednisone,Hemangioma,True,known hit (approved)
prednisone,Hematologic Diseases,True,known hit (approved)
prednisone,Hematologic Neoplasms,True,known hit (approved)
prednisone,Hemophilia A,True,known hit (approved)
prednisone,Hepatitis C,True,known hit (approved)
prednisone,"Hepatitis, Alcoholic",True,known hit (approved)
prednisone,"Hepatitis, Autoimmune",True,known hit (approved)
prednisone,Herpes Zoster Ophthalmicus,True,known hit (approved)
prednisone,"Histiocytosis, Langerhans-Cell",True,known hit (approved)
prednisone,Hodgkin Disease,True,known hit (approved)
prednisone,Hypercalcemia,True,known hit (approved)
prednisone,Hypereosinophilic Syndrome,True,known hit (approved)
prednisone,Hypersensitivity,True,known hit (approved)
prednisone,Idiopathic Pulmonary Fibrosis,True,known hit (approved)
prednisone,IgA Vasculitis,True,known hit (approved)
prednisone,Immunoblastic Lymphadenopathy,True,known hit (approved)
prednisone,Immunoglobulin G4-Related Disease,True,known hit (approved)
prednisone,Inflammation,True,known hit (approved)
prednisone,Iridocyclitis,True,known hit (approved)
prednisone,Iritis,True,known hit (approved)
prednisone,Keratitis,True,known hit (approved)
prednisone,Kidney Diseases,True,known hit (approved)
prednisone,"Kidney Failure, Chronic",True,known hit (approved)
prednisone,Kidney Neoplasms,True,known hit (approved)
prednisone,Leukemia,True,known hit (approved)
prednisone,"Leukemia, Biphenotypic, Acute",True,known hit (approved)
prednisone,"Leukemia, Lymphocytic, Chronic, B-Cell",True,known hit (approved)
prednisone,"Leukemia, Lymphoid",True,known hit (approved)
prednisone,"Leukemia, Myeloid, Acute",True,known hit (approved)
prednisone,"Leukemia-Lymphoma, Adult T-Cell",True,known hit (approved)
prednisone,"Lichen Planus, Oral",True,known hit (approved)
prednisone,Lung Diseases,True,known hit (approved)
prednisone,Lung Neoplasms,True,known hit (approved)
prednisone,"Lupus Erythematosus, Systemic",True,known hit (approved)
prednisone,Lupus Nephritis,True,known hit (approved)
prednisone,"Lymphohistiocytosis, Hemophagocytic",True,known hit (approved)
prednisone,Lymphoma,True,known hit (approved)
prednisone,"Lymphoma, AIDS-Related",True,known hit (approved)
prednisone,"Lymphoma, B-Cell",True,known hit (approved)
prednisone,"Lymphoma, B-Cell, Marginal Zone",True,known hit (approved)
prednisone,"Lymphoma, Follicular",True,known hit (approved)
prednisone,"Lymphoma, Large B-Cell, Diffuse",True,known hit (approved)
prednisone,"Lymphoma, Large-Cell, Anaplastic",True,known hit (approved)
prednisone,"Lymphoma, Mantle-Cell",True,known hit (approved)
prednisone,"Lymphoma, Non-Hodgkin",True,known hit (approved)
prednisone,"Lymphoma, Primary Effusion",True,known hit (approved)
prednisone,"Lymphoma, T-Cell",True,known hit (approved)
prednisone,"Lymphoma, T-Cell, Peripheral",True,known hit (approved)
prednisone,Lymphoproliferative Disorders,True,known hit (approved)
prednisone,Melanoma,True,known hit (approved)
prednisone,Microscopic Polyangiitis,True,known hit (approved)
prednisone,Multiple Myeloma,True,known hit (approved)
prednisone,Multiple Sclerosis,True,known hit (approved)
prednisone,"Multiple Sclerosis, Relapsing-Remitting",True,known hit (approved)
prednisone,"Muscular Dystrophy, Duchenne",True,known hit (approved)
prednisone,Myasthenia Gravis,True,known hit (approved)
prednisone,Mycosis Fungoides,True,known hit (approved)
prednisone,Myelodysplastic Syndromes,True,known hit (approved)
prednisone,Myeloproliferative Disorders,True,known hit (approved)
prednisone,Myocarditis,True,known hit (approved)
prednisone,Nasal Polyps,True,known hit (approved)
prednisone,Neoplasms,True,known hit (approved)
prednisone,"Neoplasms, Plasma Cell",True,known hit (approved)
prednisone,"Nephritis, Interstitial",True,known hit (approved)
prednisone,Nephrotic Syndrome,True,known hit (approved)
prednisone,Neuroblastoma,True,known hit (approved)
prednisone,Neuromyelitis Optica,True,known hit (approved)
prednisone,"Ophthalmia, Sympathetic",True,known hit (approved)
prednisone,Opsoclonus-Myoclonus Syndrome,True,known hit (approved)
prednisone,Optic Neuritis,True,known hit (approved)
prednisone,Osteoarthritis,True,known hit (approved)
prednisone,Pain,True,known hit (approved)
prednisone,"Pemphigoid, Bullous",True,known hit (approved)
prednisone,Pemphigus,True,known hit (approved)
prednisone,Peptic Ulcer,True,known hit (approved)
prednisone,Pericarditis,True,known hit (approved)
prednisone,Pneumonia,True,known hit (approved)
prednisone,"Pneumonia, Viral",True,known hit (approved)
prednisone,Polycythemia Vera,True,known hit (approved)
prednisone,Polymyalgia Rheumatica,True,known hit (approved)
prednisone,Polymyositis,True,known hit (approved)
prednisone,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",True,known hit (approved)
prednisone,Precursor Cell Lymphoblastic Leukemia-Lymphoma,True,known hit (approved)
prednisone,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,True,known hit (approved)
prednisone,Premature Birth,True,known hit (approved)
prednisone,Primary Myelofibrosis,True,known hit (approved)
prednisone,Prostatic Neoplasms,True,known hit (approved)
prednisone,"Prostatic Neoplasms, Castration-Resistant",True,known hit (approved)
prednisone,Psoriasis,True,known hit (approved)
prednisone,"Pulmonary Disease, Chronic Obstructive",True,known hit (approved)
prednisone,Pulmonary Eosinophilia,True,known hit (approved)
prednisone,Pulmonary Fibrosis,True,known hit (approved)
prednisone,"Purpura, Thrombocytopenic, Idiopathic",True,known hit (approved)
prednisone,"Purpura, Thrombotic Thrombocytopenic",True,known hit (approved)
prednisone,"Renal Insufficiency, Chronic",True,known hit (approved)
prednisone,Respiratory Syncytial Virus Infections,True,known hit (approved)
prednisone,Retroperitoneal Fibrosis,True,known hit (approved)
prednisone,"Rhinitis, Allergic",True,known hit (approved)
prednisone,"Rhinitis, Allergic, Perennial",True,known hit (approved)
prednisone,"Rhinitis, Allergic, Seasonal",True,known hit (approved)
prednisone,Sarcoidosis,True,known hit (approved)
prednisone,"Sarcoidosis, Pulmonary",True,known hit (approved)
prednisone,Sarcoma,True,known hit (approved)
prednisone,Sciatica,True,known hit (approved)
prednisone,Serum Sickness,True,known hit (approved)
prednisone,Severe Acute Respiratory Syndrome,True,known hit (approved)
prednisone,Sinusitis,True,known hit (approved)
prednisone,Spondylitis,True,known hit (approved)
prednisone,"Spondylitis, Ankylosing",True,known hit (approved)
prednisone,Status Asthmaticus,True,known hit (approved)
prednisone,Stevens-Johnson Syndrome,True,known hit (approved)
prednisone,Stiff-Person Syndrome,True,known hit (approved)
prednisone,Synovitis,True,known hit (approved)
prednisone,Takayasu Arteritis,True,known hit (approved)
prednisone,Tennis Elbow,True,known hit (approved)
prednisone,Tenosynovitis,True,known hit (approved)
prednisone,"Thrombocythemia, Essential",True,known hit (approved)
prednisone,Thrombocytopenia,True,known hit (approved)
prednisone,Thymus Neoplasms,True,known hit (approved)
prednisone,"Thyroiditis, Subacute",True,known hit (approved)
prednisone,Trichinellosis,True,known hit (approved)
prednisone,Tuberculosis,True,known hit (approved)
prednisone,"Tuberculosis, Meningeal",True,known hit (approved)
prednisone,"Tuberculosis, Pulmonary",True,known hit (approved)
prednisone,Urticaria,True,known hit (approved)
prednisone,Uveitis,True,known hit (approved)
prednisone,"Uveitis, Intermediate",True,known hit (approved)
prednisone,"Uveitis, Posterior",True,known hit (approved)
prednisone,Vasculitis,True,known hit (approved)
prednisone,Vestibular Neuronitis,True,known hit (approved)
prednisone,Waldenstrom Macroglobulinemia,True,known hit (approved)
prednisone,rheumatoid arthritis,True,known hit (approved)
quetmolimab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
quetmolimab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
ramipril,Albuminuria,True,reported RA investigation (not approved)
ramipril,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
ramipril,Atherosclerosis,True,reported RA investigation (not approved)
ramipril,Atrial Fibrillation,True,reported RA investigation (not approved)
ramipril,Atrial Flutter,True,reported RA investigation (not approved)
ramipril,Cardiovascular Diseases,True,reported RA investigation (not approved)
ramipril,Coronary Artery Disease,True,reported RA investigation (not approved)
ramipril,Diabetes Mellitus,True,reported RA investigation (not approved)
ramipril,"Diabetes Mellitus, Type 1",True,reported RA investigation (not approved)
ramipril,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
ramipril,Diabetic Nephropathies,True,reported RA investigation (not approved)
ramipril,Glomerulonephritis,True,reported RA investigation (not approved)
ramipril,Glucose Intolerance,True,reported RA investigation (not approved)
ramipril,Heart Diseases,True,reported RA investigation (not approved)
ramipril,Heart Failure,True,reported RA investigation (not approved)
ramipril,Hypercholesterolemia,True,reported RA investigation (not approved)
ramipril,Hypertension,True,reported RA investigation (not approved)
ramipril,Kidney Diseases,True,reported RA investigation (not approved)
ramipril,"Lupus Erythematosus, Systemic",True,reported RA investigation (not approved)
ramipril,Metabolic Diseases,True,reported RA investigation (not approved)
ramipril,Metabolic Syndrome,True,reported RA investigation (not approved)
ramipril,Myocardial Infarction,True,reported RA investigation (not approved)
ramipril,Myocardial Ischemia,True,reported RA investigation (not approved)
ramipril,"Renal Insufficiency, Chronic",True,reported RA investigation (not approved)
ramipril,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
ramipril,Stroke,True,reported RA investigation (not approved)
ramipril,Stuttering,True,reported RA investigation (not approved)
rebamipide,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
rebamipide,"Colitis, Ulcerative",True,reported RA investigation (not approved)
rebamipide,Dry Eye Syndromes,True,reported RA investigation (not approved)
rebamipide,Gastritis,True,reported RA investigation (not approved)
rebamipide,Gastroesophageal Reflux,True,reported RA investigation (not approved)
rebamipide,Head and Neck Neoplasms,True,reported RA investigation (not approved)
rebamipide,Osteoarthritis,True,reported RA investigation (not approved)
rebamipide,Peptic Ulcer,True,reported RA investigation (not approved)
rebamipide,"Spondylitis, Ankylosing",True,reported RA investigation (not approved)
rebamipide,Stomach Ulcer,True,reported RA investigation (not approved)
remtolumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
remtolumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
repaglinide,"Anemia, Sickle Cell",True,reported RA investigation (not approved)
repaglinide,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
repaglinide,Atherosclerosis,True,reported RA investigation (not approved)
repaglinide,Coronary Disease,True,reported RA investigation (not approved)
repaglinide,Cystic Fibrosis,True,reported RA investigation (not approved)
repaglinide,Diabetes Mellitus,True,reported RA investigation (not approved)
repaglinide,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
repaglinide,Gastrointestinal Stromal Tumors,True,reported RA investigation (not approved)
repaglinide,Hypercholesterolemia,True,reported RA investigation (not approved)
repaglinide,Hypertension,True,reported RA investigation (not approved)
repaglinide,Malaria,True,reported RA investigation (not approved)
repaglinide,Mitochondrial Diseases,True,reported RA investigation (not approved)
repaglinide,Neoplasms,True,reported RA investigation (not approved)
repaglinide,Parkinson Disease,True,reported RA investigation (not approved)
repaglinide,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
resomelagon acetate,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
resomelagon acetate,rheumatoid arthritis,False,out-of-pool (inert for the filter)
revamilast,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
revamilast,rheumatoid arthritis,False,out-of-pool (inert for the filter)
rifampin,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
rifampin,rheumatoid arthritis,False,out-of-pool (inert for the filter)
rimacalib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
rimacalib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
ritlecitinib,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ritlecitinib,rheumatoid arthritis,False,out-of-pool (inert for the filter)
rituximab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
rituximab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
rosiglitazone,Alzheimer Disease,True,reported RA investigation (not approved)
rosiglitazone,Anemia,True,reported RA investigation (not approved)
rosiglitazone,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
rosiglitazone,Asthma,True,reported RA investigation (not approved)
rosiglitazone,Atherosclerosis,True,reported RA investigation (not approved)
rosiglitazone,Breast Neoplasms,True,reported RA investigation (not approved)
rosiglitazone,Cardiovascular Diseases,True,reported RA investigation (not approved)
rosiglitazone,Cognitive Dysfunction,True,reported RA investigation (not approved)
rosiglitazone,"Colitis, Ulcerative",True,reported RA investigation (not approved)
rosiglitazone,Coronary Disease,True,reported RA investigation (not approved)
rosiglitazone,Diabetes Mellitus,True,reported RA investigation (not approved)
rosiglitazone,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
rosiglitazone,Diabetic Neuropathies,True,reported RA investigation (not approved)
rosiglitazone,Endometriosis,True,reported RA investigation (not approved)
rosiglitazone,Erectile Dysfunction,True,reported RA investigation (not approved)
rosiglitazone,"Glomerulosclerosis, Focal Segmental",True,reported RA investigation (not approved)
rosiglitazone,Glucose Intolerance,True,reported RA investigation (not approved)
rosiglitazone,HIV Infections,True,reported RA investigation (not approved)
rosiglitazone,Hypercholesterolemia,True,reported RA investigation (not approved)
rosiglitazone,Hypertension,True,reported RA investigation (not approved)
rosiglitazone,Inflammatory Bowel Diseases,True,reported RA investigation (not approved)
rosiglitazone,Insulin Resistance,True,reported RA investigation (not approved)
rosiglitazone,Lipid Metabolism Disorders,True,reported RA investigation (not approved)
rosiglitazone,Malaria,True,reported RA investigation (not approved)
rosiglitazone,"Malaria, Falciparum",True,reported RA investigation (not approved)
rosiglitazone,Metabolic Diseases,True,reported RA investigation (not approved)
rosiglitazone,Metabolic Syndrome,True,reported RA investigation (not approved)
rosiglitazone,Multiple Organ Failure,True,reported RA investigation (not approved)
rosiglitazone,Mycosis Fungoides,True,reported RA investigation (not approved)
rosiglitazone,Nausea,True,reported RA investigation (not approved)
rosiglitazone,Neoplasms,True,reported RA investigation (not approved)
rosiglitazone,Non-alcoholic Fatty Liver Disease,True,reported RA investigation (not approved)
rosiglitazone,Prediabetic State,True,reported RA investigation (not approved)
rosiglitazone,Prostatic Neoplasms,True,reported RA investigation (not approved)
rosiglitazone,Sezary Syndrome,True,reported RA investigation (not approved)
rosnilimab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
rosnilimab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
rosuvastatin,Acute Coronary Syndrome,True,reported RA investigation (not approved)
rosuvastatin,Amnesia,True,reported RA investigation (not approved)
rosuvastatin,Anemia,True,reported RA investigation (not approved)
rosuvastatin,"Anemia, Sickle Cell",True,reported RA investigation (not approved)
rosuvastatin,"Angioedemas, Hereditary",True,reported RA investigation (not approved)
rosuvastatin,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,True,reported RA investigation (not approved)
rosuvastatin,Aortic Valve Stenosis,True,reported RA investigation (not approved)
rosuvastatin,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
rosuvastatin,Asthma,True,reported RA investigation (not approved)
rosuvastatin,Atherosclerosis,True,reported RA investigation (not approved)
rosuvastatin,Breast Neoplasms,True,reported RA investigation (not approved)
rosuvastatin,Burns,True,reported RA investigation (not approved)
rosuvastatin,"Carcinoma, Non-Small-Cell Lung",True,reported RA investigation (not approved)
rosuvastatin,"Cardiomyopathy, Dilated",True,reported RA investigation (not approved)
rosuvastatin,Cardiovascular Diseases,True,reported RA investigation (not approved)
rosuvastatin,Cerebral Hemorrhage,True,reported RA investigation (not approved)
rosuvastatin,"Colitis, Ulcerative",True,reported RA investigation (not approved)
rosuvastatin,Colorectal Neoplasms,True,reported RA investigation (not approved)
rosuvastatin,Coronary Artery Disease,True,reported RA investigation (not approved)
rosuvastatin,Coronary Disease,True,reported RA investigation (not approved)
rosuvastatin,Craniocerebral Trauma,True,reported RA investigation (not approved)
rosuvastatin,Crohn Disease,True,reported RA investigation (not approved)
rosuvastatin,Depressive Disorder,True,reported RA investigation (not approved)
rosuvastatin,Diabetes Mellitus,True,reported RA investigation (not approved)
rosuvastatin,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
rosuvastatin,Diabetic Neuropathies,True,reported RA investigation (not approved)
rosuvastatin,Endometrial Neoplasms,True,reported RA investigation (not approved)
rosuvastatin,Endotoxemia,True,reported RA investigation (not approved)
rosuvastatin,Friedreich Ataxia,True,reported RA investigation (not approved)
rosuvastatin,HIV Infections,True,reported RA investigation (not approved)
rosuvastatin,Heart Failure,True,reported RA investigation (not approved)
rosuvastatin,Hepatitis C,True,reported RA investigation (not approved)
rosuvastatin,Hip Fractures,True,reported RA investigation (not approved)
rosuvastatin,Hypercholesterolemia,True,reported RA investigation (not approved)
rosuvastatin,Hyperlipidemias,True,reported RA investigation (not approved)
rosuvastatin,Hyperlipoproteinemia Type II,True,reported RA investigation (not approved)
rosuvastatin,Hyperlipoproteinemia Type III,True,reported RA investigation (not approved)
rosuvastatin,Hypertension,True,reported RA investigation (not approved)
rosuvastatin,Hypertriglyceridemia,True,reported RA investigation (not approved)
rosuvastatin,Immune System Diseases,True,reported RA investigation (not approved)
rosuvastatin,Ischemia,True,reported RA investigation (not approved)
rosuvastatin,Ischemic Stroke,True,reported RA investigation (not approved)
rosuvastatin,Lipid Metabolism Disorders,True,reported RA investigation (not approved)
rosuvastatin,"Lupus Erythematosus, Systemic",True,reported RA investigation (not approved)
rosuvastatin,Malaria,True,reported RA investigation (not approved)
rosuvastatin,Melanoma,True,reported RA investigation (not approved)
rosuvastatin,Metabolic Diseases,True,reported RA investigation (not approved)
rosuvastatin,Metabolic Syndrome,True,reported RA investigation (not approved)
rosuvastatin,Myocardial Infarction,True,reported RA investigation (not approved)
rosuvastatin,Necrosis,True,reported RA investigation (not approved)
rosuvastatin,Neoplasms,True,reported RA investigation (not approved)
rosuvastatin,Non-alcoholic Fatty Liver Disease,True,reported RA investigation (not approved)
rosuvastatin,Obesity,True,reported RA investigation (not approved)
rosuvastatin,Orthomyxoviridae Infections,True,reported RA investigation (not approved)
rosuvastatin,Ovarian Neoplasms,True,reported RA investigation (not approved)
rosuvastatin,Parkinson Disease,True,reported RA investigation (not approved)
rosuvastatin,Periodontitis,True,reported RA investigation (not approved)
rosuvastatin,Pre-Eclampsia,True,reported RA investigation (not approved)
rosuvastatin,Prostatic Neoplasms,True,reported RA investigation (not approved)
rosuvastatin,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
rosuvastatin,"Pulmonary Disease, Chronic Obstructive",True,reported RA investigation (not approved)
rosuvastatin,Rectal Neoplasms,True,reported RA investigation (not approved)
rosuvastatin,Renal Artery Obstruction,True,reported RA investigation (not approved)
rosuvastatin,Renal Insufficiency,True,reported RA investigation (not approved)
rosuvastatin,Respiratory Syncytial Virus Infections,True,reported RA investigation (not approved)
rosuvastatin,"Scleroderma, Systemic",True,reported RA investigation (not approved)
rosuvastatin,Sepsis,True,reported RA investigation (not approved)
rosuvastatin,Severe Acute Respiratory Syndrome,True,reported RA investigation (not approved)
rosuvastatin,Skin Diseases,True,reported RA investigation (not approved)
rosuvastatin,Stroke,True,reported RA investigation (not approved)
rosuvastatin,"Tuberculosis, Pulmonary",True,reported RA investigation (not approved)
rosuvastatin,Venous Thromboembolism,True,reported RA investigation (not approved)
rupatadine,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
rupatadine,Cold Urticaria,True,reported RA investigation (not approved)
rupatadine,Hypersensitivity,True,reported RA investigation (not approved)
rupatadine,Mastocytosis,True,reported RA investigation (not approved)
rupatadine,Urticaria,True,reported RA investigation (not approved)
ruxolitinib,Alopecia Areata,True,known hit (approved)
ruxolitinib,Anemia,True,known hit (approved)
ruxolitinib,"Arthritis, Rheumatoid",True,known hit (approved)
ruxolitinib,Breast Neoplasms,True,known hit (approved)
ruxolitinib,Bronchiolitis Obliterans,True,known hit (approved)
ruxolitinib,Bronchiolitis Obliterans Syndrome,True,known hit (approved)
ruxolitinib,Cachexia,True,known hit (approved)
ruxolitinib,"Carcinoma, Non-Small-Cell Lung",True,known hit (approved)
ruxolitinib,"Carcinoma, Pancreatic Ductal",True,known hit (approved)
ruxolitinib,"Carcinoma, Squamous Cell",True,known hit (approved)
ruxolitinib,Colorectal Neoplasms,True,known hit (approved)
ruxolitinib,Dermatitis,True,known hit (approved)
ruxolitinib,"Dermatitis, Atopic",True,known hit (approved)
ruxolitinib,"Dermatitis, Seborrheic",True,known hit (approved)
ruxolitinib,Eczema,True,known hit (approved)
ruxolitinib,Glioblastoma,True,known hit (approved)
ruxolitinib,Graft vs Host Disease,True,known hit (approved)
ruxolitinib,HIV Infections,True,known hit (approved)
ruxolitinib,Hematologic Neoplasms,True,known hit (approved)
ruxolitinib,Hidradenitis Suppurativa,True,known hit (approved)
ruxolitinib,Histiocytosis,True,known hit (approved)
ruxolitinib,Hodgkin Disease,True,known hit (approved)
ruxolitinib,Hypereosinophilic Syndrome,True,known hit (approved)
ruxolitinib,Inflammatory Breast Neoplasms,True,known hit (approved)
ruxolitinib,Leukemia,True,known hit (approved)
ruxolitinib,"Leukemia, Biphenotypic, Acute",True,known hit (approved)
ruxolitinib,"Leukemia, Large Granular Lymphocytic",True,known hit (approved)
ruxolitinib,"Leukemia, Lymphocytic, Chronic, B-Cell",True,known hit (approved)
ruxolitinib,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",True,known hit (approved)
ruxolitinib,"Leukemia, Myeloid, Acute",True,known hit (approved)
ruxolitinib,Lichen Planus,True,known hit (approved)
ruxolitinib,Lichen Sclerosus et Atrophicus,True,known hit (approved)
ruxolitinib,Lung Neoplasms,True,known hit (approved)
ruxolitinib,"Lupus Erythematosus, Discoid",True,known hit (approved)
ruxolitinib,"Lymphohistiocytosis, Hemophagocytic",True,known hit (approved)
ruxolitinib,Lymphoma,True,known hit (approved)
ruxolitinib,"Lymphoma, Non-Hodgkin",True,known hit (approved)
ruxolitinib,Macrophage Activation Syndrome,True,known hit (approved)
ruxolitinib,Malignant Atrophic Papulosis,True,known hit (approved)
ruxolitinib,Multiple Myeloma,True,known hit (approved)
ruxolitinib,Myeloproliferative Disorders,True,known hit (approved)
ruxolitinib,Necrobiosis Lipoidica,True,known hit (approved)
ruxolitinib,Neoplasms,True,known hit (approved)
ruxolitinib,Neuromyelitis Optica,True,known hit (approved)
ruxolitinib,Pancreatic Neoplasms,True,known hit (approved)
ruxolitinib,Paraganglioma,True,known hit (approved)
ruxolitinib,Pneumonia,True,known hit (approved)
ruxolitinib,Polycythemia Vera,True,known hit (approved)
ruxolitinib,Precursor Cell Lymphoblastic Leukemia-Lymphoma,True,known hit (approved)
ruxolitinib,Primary Immunodeficiency Diseases,True,known hit (approved)
ruxolitinib,Primary Myelofibrosis,True,known hit (approved)
ruxolitinib,"Prostatic Neoplasms, Castration-Resistant",True,known hit (approved)
ruxolitinib,Prurigo,True,known hit (approved)
ruxolitinib,Psoriasis,True,known hit (approved)
ruxolitinib,Severe Acute Respiratory Syndrome,True,known hit (approved)
ruxolitinib,"Thrombocythemia, Essential",True,known hit (approved)
ruxolitinib,Uveal Melanoma,True,known hit (approved)
ruxolitinib,Vitiligo,True,known hit (approved)
ruxolitinib,beta-Thalassemia,True,known hit (approved)
ruxolitinib,rheumatoid arthritis,True,known hit (approved)
san-300,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
san-300,rheumatoid arthritis,False,out-of-pool (inert for the filter)
sarilumab,"Arthritis, Juvenile",False,out-of-pool (inert for the filter)
sarilumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
sarilumab,Fallopian Tube Neoplasms,False,out-of-pool (inert for the filter)
sarilumab,Giant Cell Arteritis,False,out-of-pool (inert for the filter)
sarilumab,Immune System Diseases,False,out-of-pool (inert for the filter)
sarilumab,"Influenza, Human",False,out-of-pool (inert for the filter)
sarilumab,Lung Neoplasms,False,out-of-pool (inert for the filter)
sarilumab,"Mastocytosis, Systemic",False,out-of-pool (inert for the filter)
sarilumab,Melanoma,False,out-of-pool (inert for the filter)
sarilumab,Pneumonia,False,out-of-pool (inert for the filter)
sarilumab,Polymyalgia Rheumatica,False,out-of-pool (inert for the filter)
sarilumab,"Prostatic Neoplasms, Castration-Resistant",False,out-of-pool (inert for the filter)
sarilumab,Sarcoidosis,False,out-of-pool (inert for the filter)
sarilumab,"Scleroderma, Localized",False,out-of-pool (inert for the filter)
sarilumab,Severe Acute Respiratory Syndrome,False,out-of-pool (inert for the filter)
sarilumab,"Spondylitis, Ankylosing",False,out-of-pool (inert for the filter)
sarilumab,Uveitis,False,out-of-pool (inert for the filter)
sarilumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
secukinumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
secukinumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
simvastatin,Acute Coronary Syndrome,True,reported RA investigation (not approved)
simvastatin,Alopecia Areata,True,reported RA investigation (not approved)
simvastatin,Alzheimer Disease,True,reported RA investigation (not approved)
simvastatin,"Anemia, Sickle Cell",True,reported RA investigation (not approved)
simvastatin,Aortic Valve Stenosis,True,reported RA investigation (not approved)
simvastatin,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
simvastatin,Asthma,True,reported RA investigation (not approved)
simvastatin,Atherosclerosis,True,reported RA investigation (not approved)
simvastatin,Atrial Fibrillation,True,reported RA investigation (not approved)
simvastatin,Bipolar Disorder,True,reported RA investigation (not approved)
simvastatin,Breast Neoplasms,True,reported RA investigation (not approved)
simvastatin,"Carcinoma, Hepatocellular",True,reported RA investigation (not approved)
simvastatin,"Carcinoma, Non-Small-Cell Lung",True,reported RA investigation (not approved)
simvastatin,"Cardiomyopathy, Dilated",True,reported RA investigation (not approved)
simvastatin,Cardiovascular Diseases,True,reported RA investigation (not approved)
simvastatin,Carotid Artery Diseases,True,reported RA investigation (not approved)
simvastatin,Cerebral Hemorrhage,True,reported RA investigation (not approved)
simvastatin,"Cholangitis, Sclerosing",True,reported RA investigation (not approved)
simvastatin,Choroideremia,True,reported RA investigation (not approved)
simvastatin,Chronic Pain,True,reported RA investigation (not approved)
simvastatin,Colorectal Neoplasms,True,reported RA investigation (not approved)
simvastatin,Coronary Artery Disease,True,reported RA investigation (not approved)
simvastatin,Coronary Disease,True,reported RA investigation (not approved)
simvastatin,Cystic Fibrosis,True,reported RA investigation (not approved)
simvastatin,Dental Caries,True,reported RA investigation (not approved)
simvastatin,Dental Pulp Exposure,True,reported RA investigation (not approved)
simvastatin,"Depressive Disorder, Treatment-Resistant",True,reported RA investigation (not approved)
simvastatin,Diabetes Mellitus,True,reported RA investigation (not approved)
simvastatin,"Diabetes Mellitus, Type 1",True,reported RA investigation (not approved)
simvastatin,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
simvastatin,Diabetic Nephropathies,True,reported RA investigation (not approved)
simvastatin,Diabetic Retinopathy,True,reported RA investigation (not approved)
simvastatin,Dyslipidemias,True,reported RA investigation (not approved)
simvastatin,Endotoxemia,True,reported RA investigation (not approved)
simvastatin,Epilepsy,True,reported RA investigation (not approved)
simvastatin,Essential Hypertension,True,reported RA investigation (not approved)
simvastatin,Graves Ophthalmopathy,True,reported RA investigation (not approved)
simvastatin,HIV Infections,True,reported RA investigation (not approved)
simvastatin,Heart Failure,True,reported RA investigation (not approved)
simvastatin,Hemangioma,True,reported RA investigation (not approved)
simvastatin,"Hemangioma, Cavernous, Central Nervous System",True,reported RA investigation (not approved)
